latitude,longitude,brightness,date,time,fre
-37.5219,147.729,367,2019-12-20,1500,19.3
-37.5226,147.733,334.3,2019-12-20,1500,6.2
-37.517,147.679,342.4,2019-12-20,1500,7.7
-37.5178,147.683,342.8,2019-12-20,1500,7.7
-37.5185,147.688,345.8,2019-12-20,1500,7.7
-37.5193,147.692,338.2,2019-12-20,1500,7.7
-37.52,147.697,326.7,2019-12-20,1500,2.9
-37.5208,147.701,323.6,2019-12-20,1500,2.9
-37.5215,147.706,320.9,2019-12-20,1500,2.2
-37.5223,147.71,320.7,2019-12-20,1500,2.2
-37.5204,147.678,333.1,2019-12-20,1500,3.3
-37.5211,147.683,330.7,2019-12-20,1500,3.3
-37.5219,147.687,329.4,2019-12-20,1500,2.9
-37.5226,147.692,327.1,2019-12-20,1500,2.9
-37.4865,147.749,337.2,2019-12-20,1500,6
-37.4844,147.695,331.6,2019-12-20,1500,91
-37.4851,147.699,367,2019-12-20,1500,91
-37.4858,147.703,321.7,2019-12-20,1500,92.9
-37.4866,147.708,321.3,2019-12-20,1500,92.9
-37.4873,147.712,367,2019-12-20,1500,308.3
-37.4855,147.68,336.6,2019-12-20,1500,85.2
-37.4862,147.685,343.5,2019-12-20,1500,67.4
-37.487,147.689,337.2,2019-12-20,1500,67.4
-37.4877,147.694,336.7,2019-12-20,1500,91
-37.4884,147.698,367,2019-12-20,1500,91
-37.4892,147.702,333.5,2019-12-20,1500,92.9
-37.4899,147.707,335.3,2019-12-20,1500,92.9
-37.4906,147.711,367,2019-12-20,1500,308.3
-37.4895,147.684,367,2019-12-20,1500,138.1
-37.4903,147.688,322.7,2019-12-20,1500,138.1
-37.491,147.693,334.3,2019-12-20,1500,89.1
-37.4918,147.697,338.4,2019-12-20,1500,89.1
-37.4925,147.702,367,2019-12-20,1500,140.7
-37.4932,147.706,367,2019-12-20,1500,140.7
-37.494,147.71,367,2019-12-20,1500,138.2
-37.4929,147.683,367,2019-12-20,1500,138.1
-37.4936,147.687,367,2019-12-20,1500,138.1
-37.4944,147.692,367,2019-12-20,1500,89.1
-37.4951,147.696,330.1,2019-12-20,1500,89.1
-37.4958,147.701,367,2019-12-20,1500,140.7
-37.4966,147.705,367,2019-12-20,1500,140.7
-37.4973,147.71,322.4,2019-12-20,1500,138.2
-37.4944,147.69,367,2019-12-20,1500,756.9
-37.4959,147.699,329.8,2019-12-20,1500,460.1
-37.4967,147.703,367,2019-12-20,1500,154.9
-37.4981,147.712,336.6,2019-12-20,1500,58.6
-37.4963,147.68,367,2019-12-20,1500,923
-37.4308,147.791,304.4,2019-12-20,1500,1.8
-37.4315,147.796,304.5,2019-12-20,1500,1.8
-37.4341,147.79,305.4,2019-12-20,1500,1.8
-37.4367,147.785,305.8,2019-12-20,1500,2.1
-37.4374,147.79,305.6,2019-12-20,1500,2.9
-37.4393,147.78,306.2,2019-12-20,1500,2.1
-37.4401,147.784,306.4,2019-12-20,1500,2.1
-37.4408,147.789,305.7,2019-12-20,1500,2.9
-37.4427,147.779,307,2019-12-20,1500,1.7
-37.4434,147.783,306.9,2019-12-20,1500,1.7
-37.4441,147.788,306.3,2019-12-20,1500,2.1
-37.446,147.778,308.7,2019-12-20,1500,1.7
-37.4467,147.783,308.1,2019-12-20,1500,1.7
-37.4475,147.787,306.9,2019-12-20,1500,2.1
-37.4482,147.791,305.8,2019-12-20,1500,2.1
-37.4493,147.777,310,2019-12-20,1500,1.9
-37.4501,147.782,309.6,2019-12-20,1500,1.9
-37.4508,147.786,308.2,2019-12-20,1500,1.7
-37.4515,147.79,306.3,2019-12-20,1500,1.7
-37.453,147.799,305.2,2019-12-20,1500,2
-37.4537,147.804,305,2019-12-20,1500,6
-37.4526,147.776,311.1,2019-12-20,1500,1.9
-37.4534,147.781,309.9,2019-12-20,1500,1.9
-37.4541,147.785,309.1,2019-12-20,1500,1.7
-37.4549,147.79,307.8,2019-12-20,1500,1.7
-37.4556,147.794,306.5,2019-12-20,1500,2
-37.4563,147.798,305.9,2019-12-20,1500,2
-37.4567,147.78,309.8,2019-12-20,1500,2
-37.4574,147.784,309.2,2019-12-20,1500,1.8
-37.4582,147.789,308.6,2019-12-20,1500,1.8
-37.46,147.779,310.3,2019-12-20,1500,2
-37.4608,147.783,309.5,2019-12-20,1500,1.8
-37.4615,147.788,309.2,2019-12-20,1500,1.8
-37.4634,147.778,311.4,2019-12-20,1500,2.1
-37.4641,147.782,310.5,2019-12-20,1500,1.9
-37.4648,147.787,309.2,2019-12-20,1500,1.9
-37.4656,147.791,307.7,2019-12-20,1500,1.8
-37.4663,147.796,307.6,2019-12-20,1500,1.8
-37.4667,147.777,312.2,2019-12-20,1500,2.1
-37.4674,147.781,311,2019-12-20,1500,1.9
-37.4682,147.786,308.9,2019-12-20,1500,1.9
-37.4689,147.79,307.8,2019-12-20,1500,1.8
-37.4696,147.795,307.6,2019-12-20,1500,1.8
-37.4704,147.799,307.1,2019-12-20,1500,3.4
-37.4711,147.804,305.6,2019-12-20,1500,3.4
-37.4718,147.808,304.8,2019-12-20,1500,6.3
-37.4733,147.817,303.9,2019-12-20,1500,5.8
-37.4701,147.776,312.8,2019-12-20,1500,2.2
-37.4708,147.781,311.8,2019-12-20,1500,2
-37.4715,147.785,309.9,2019-12-20,1500,2
-37.4722,147.789,308.5,2019-12-20,1500,1.8
-37.473,147.794,307,2019-12-20,1500,1.8
-37.4737,147.798,306.8,2019-12-20,1500,1.7
-37.4744,147.803,305.7,2019-12-20,1500,1.7
-37.4752,147.807,304.7,2019-12-20,1500,1.7
-37.4759,147.811,304.4,2019-12-20,1500,1.7
-37.4734,147.775,313.1,2019-12-20,1500,2.2
-37.4741,147.78,311.7,2019-12-20,1500,2
-37.4749,147.784,309.9,2019-12-20,1500,2
-37.4756,147.789,308.7,2019-12-20,1500,1.8
-37.4763,147.793,308,2019-12-20,1500,1.8
-37.477,147.797,306.1,2019-12-20,1500,1.7
-37.4778,147.802,305.5,2019-12-20,1500,1.7
-37.4785,147.806,305.3,2019-12-20,1500,1.7
-37.4792,147.81,306.6,2019-12-20,1500,1.7
-37.4768,147.775,313.7,2019-12-20,1500,2.4
-37.4775,147.779,311.6,2019-12-20,1500,2
-37.4782,147.783,310.1,2019-12-20,1500,2
-37.4789,147.788,309.2,2019-12-20,1500,1.9
-37.4797,147.792,308,2019-12-20,1500,1.9
-37.4804,147.796,307,2019-12-20,1500,1.8
-37.4811,147.801,306.2,2019-12-20,1500,1.8
-37.4818,147.805,308.1,2019-12-20,1500,2.8
-37.4801,147.774,314.9,2019-12-20,1500,2.4
-37.4808,147.778,312.3,2019-12-20,1500,2
-37.4816,147.782,310.9,2019-12-20,1500,2
-37.4823,147.787,309.6,2019-12-20,1500,1.9
-37.483,147.791,308.7,2019-12-20,1500,1.9
-37.4837,147.796,308,2019-12-20,1500,1.8
-37.4845,147.8,307.1,2019-12-20,1500,1.8
-37.4852,147.804,308.7,2019-12-20,1500,2.8
-37.4834,147.773,319.3,2019-12-20,1500,3.3
-37.4842,147.777,316,2019-12-20,1500,2.4
-37.4849,147.782,312.5,2019-12-20,1500,2.4
-37.4856,147.786,310.8,2019-12-20,1500,2.2
-37.4863,147.79,310.9,2019-12-20,1500,2.2
-37.4871,147.795,307.9,2019-12-20,1500,4.7
-37.4868,147.772,325.9,2019-12-20,1500,3.3
-37.4875,147.776,318.8,2019-12-20,1500,2.4
-37.4882,147.781,313.6,2019-12-20,1500,2.4
-37.4514,147.601,324.3,2019-12-20,1500,1.6
-37.4484,147.583,314.4,2019-12-20,1500,1
-37.4491,147.588,317,2019-12-20,1500,1
-37.4499,147.592,317.7,2019-12-20,1500,1.1
-37.4507,147.597,319.8,2019-12-20,1500,1.1
-37.454,147.596,320.8,2019-12-20,1500,1.3
-37.4547,147.601,325.8,2019-12-20,1500,1.9
-37.4503,147.574,311.3,2019-12-20,1500,0.6
-37.451,147.578,313,2019-12-20,1500,0.6
-37.4517,147.583,314.3,2019-12-20,1500,0.9
-37.4525,147.587,316.3,2019-12-20,1500,0.9
-37.4532,147.591,317.6,2019-12-20,1500,1.3
-37.4573,147.595,322.8,2019-12-20,1500,1.3
-37.4581,147.6,326.4,2019-12-20,1500,1.9
-37.4536,147.573,311.5,2019-12-20,1500,0.6
-37.4543,147.577,313.3,2019-12-20,1500,0.6
-37.4551,147.582,314.2,2019-12-20,1500,0.9
-37.4558,147.586,316.4,2019-12-20,1500,0.9
-37.4566,147.591,318.6,2019-12-20,1500,1.3
-37.4607,147.594,323.8,2019-12-20,1500,1.3
-37.4614,147.599,325.9,2019-12-20,1500,1.9
-37.4622,147.603,329.9,2019-12-20,1500,1.9
-37.4569,147.572,310.3,2019-12-20,1500,0.6
-37.4577,147.576,311.8,2019-12-20,1500,0.6
-37.4584,147.581,314.5,2019-12-20,1500,0.9
-37.4592,147.585,317,2019-12-20,1500,0.9
-37.4599,147.59,320,2019-12-20,1500,1.3
-37.4633,147.589,321.4,2019-12-20,1500,1.3
-37.464,147.593,323.3,2019-12-20,1500,1.3
-37.4648,147.598,325.9,2019-12-20,1500,1.9
-37.4655,147.602,330.5,2019-12-20,1500,1.9
-37.4603,147.571,309.8,2019-12-20,1500,0.6
-37.461,147.575,312.5,2019-12-20,1500,0.6
-37.4618,147.58,315.3,2019-12-20,1500,0.9
-37.4625,147.584,318.5,2019-12-20,1500,0.9
-37.4666,147.588,322.1,2019-12-20,1500,1.3
-37.4673,147.592,322.9,2019-12-20,1500,1.3
-37.4681,147.597,325.9,2019-12-20,1500,1.8
-37.4688,147.601,330.9,2019-12-20,1500,1.8
-37.4637,147.57,310.1,2019-12-20,1500,0.6
-37.4644,147.575,313.2,2019-12-20,1500,0.6
-37.4651,147.579,315.6,2019-12-20,1500,0.9
-37.4659,147.583,319.6,2019-12-20,1500,0.9
-37.4699,147.587,322.2,2019-12-20,1500,1.3
-37.4707,147.591,323.1,2019-12-20,1500,1.3
-37.4714,147.596,326.3,2019-12-20,1500,1.8
-37.4722,147.6,330,2019-12-20,1500,1.8
-37.4677,147.574,312.8,2019-12-20,1500,0.6
-37.4685,147.578,316.1,2019-12-20,1500,0.9
-37.4692,147.583,319.8,2019-12-20,1500,0.9
-37.4733,147.586,321.5,2019-12-20,1500,1.2
-37.474,147.59,323.5,2019-12-20,1500,1.2
-37.4748,147.595,326,2019-12-20,1500,1.6
-37.4755,147.599,328.9,2019-12-20,1500,1.6
-37.4711,147.573,312.4,2019-12-20,1500,0.4
-37.4718,147.577,315.6,2019-12-20,1500,0.7
-37.4725,147.582,319.6,2019-12-20,1500,0.7
-37.4766,147.585,321.1,2019-12-20,1500,1.2
-37.4774,147.59,323.5,2019-12-20,1500,1.2
-37.4781,147.594,325.5,2019-12-20,1500,1.6
-37.4789,147.598,328.2,2019-12-20,1500,1.6
-37.4796,147.603,330.5,2019-12-20,1500,2.4
-37.4744,147.572,311.8,2019-12-20,1500,0.4
-37.4752,147.576,314.7,2019-12-20,1500,0.7
-37.4759,147.581,318.1,2019-12-20,1500,0.7
-37.4772,147.588,322,2019-12-20,1500,1
-37.478,147.592,323.9,2019-12-20,1500,1
-37.4787,147.596,327,2019-12-20,1500,1.6
-37.4795,147.601,329.4,2019-12-20,1500,1.6
-37.4743,147.57,310.8,2019-12-20,1500,0.4
-37.4751,147.575,312.9,2019-12-20,1500,0.4
-37.4758,147.579,315.9,2019-12-20,1500,0.6
-37.4765,147.583,319.2,2019-12-20,1500,0.6
-37.4806,147.587,320.1,2019-12-20,1500,1
-37.4813,147.591,322.2,2019-12-20,1500,1
-37.4821,147.596,325.3,2019-12-20,1500,1.6
-37.4828,147.6,329.7,2019-12-20,1500,1.6
-37.4791,147.578,314.4,2019-12-20,1500,0.6
-37.4799,147.582,316.9,2019-12-20,1500,0.6
-37.4825,147.577,313.3,2019-12-20,1500,0.5
-37.4832,147.581,315.4,2019-12-20,1500,0.5
-37.484,147.586,319.6,2019-12-20,1500,0.8
-37.4566,147.549,303.9,2019-12-20,1500,0.2
-37.4569,147.53,300.5,2019-12-20,1500,0.5
-37.4577,147.535,301.4,2019-12-20,1500,0.1
-37.4584,147.539,301.8,2019-12-20,1500,0.1
-37.4592,147.544,301.8,2019-12-20,1500,0.2
-37.4599,147.548,303.9,2019-12-20,1500,0.2
-37.4611,147.534,300.6,2019-12-20,1500,0.1
-37.4618,147.538,301.7,2019-12-20,1500,0.1
-37.4625,147.543,302.1,2019-12-20,1500,0.2
-37.4633,147.547,303.7,2019-12-20,1500,0.2
-37.4644,147.533,300.4,2019-12-20,1500,0.1
-37.4652,147.538,301.2,2019-12-20,1500,0.1
-37.4659,147.542,302.1,2019-12-20,1500,0.3
-37.4666,147.546,303.1,2019-12-20,1500,0.3
-37.4678,147.532,300.5,2019-12-20,1500,0.1
-37.4693,147.541,301.4,2019-12-20,1500,0.3
-37.4691,147.539,300.9,2019-12-20,1500,0.5
-37.4698,147.544,301.7,2019-12-20,1500,0.5
-37.4732,147.543,301.4,2019-12-20,1500,0.5
-37.4484,147.625,341.9,2019-12-20,1500,3.5
-37.4492,147.63,347,2019-12-20,1500,8.3
-37.4499,147.634,354.7,2019-12-20,1500,8.3
-37.4506,147.639,354.8,2019-12-20,1500,35.8
-37.4514,147.643,341.1,2019-12-20,1500,35.8
-37.4488,147.607,326.5,2019-12-20,1500,1.6
-37.4496,147.612,329.4,2019-12-20,1500,2.2
-37.4503,147.616,332.1,2019-12-20,1500,2.2
-37.4511,147.62,337,2019-12-20,1500,3.5
-37.4518,147.625,341.6,2019-12-20,1500,3.5
-37.4525,147.629,348.4,2019-12-20,1500,8.3
-37.4532,147.633,356,2019-12-20,1500,8.3
-37.454,147.638,343.2,2019-12-20,1500,59.7
-37.4547,147.642,324.1,2019-12-20,1500,59.7
-37.4522,147.606,327.6,2019-12-20,1500,1.6
-37.4529,147.611,329.7,2019-12-20,1500,2.2
-37.4537,147.615,332.9,2019-12-20,1500,2.2
-37.4544,147.62,338.1,2019-12-20,1500,3.5
-37.4551,147.624,344.1,2019-12-20,1500,3.5
-37.4559,147.628,350.9,2019-12-20,1500,8.3
-37.4566,147.632,367,2019-12-20,1500,8.3
-37.4573,147.637,367,2019-12-20,1500,59.7
-37.4581,147.641,353.9,2019-12-20,1500,59.7
-37.4555,147.605,328.1,2019-12-20,1500,1.9
-37.4563,147.61,329.4,2019-12-20,1500,2.4
-37.457,147.614,333.3,2019-12-20,1500,2.4
-37.4577,147.619,339.8,2019-12-20,1500,4
-37.4585,147.623,345.7,2019-12-20,1500,4
-37.4592,147.627,353.7,2019-12-20,1500,9.4
-37.4599,147.632,367,2019-12-20,1500,9.4
-37.4607,147.636,367,2019-12-20,1500,37.2
-37.4614,147.64,356.5,2019-12-20,1500,37.2
-37.4588,147.604,328.5,2019-12-20,1500,1.9
-37.4596,147.609,331.2,2019-12-20,1500,2.4
-37.4603,147.613,334.9,2019-12-20,1500,2.4
-37.4611,147.618,340.1,2019-12-20,1500,4
-37.4618,147.622,346.9,2019-12-20,1500,4
-37.4625,147.626,355,2019-12-20,1500,9.4
-37.4633,147.631,367,2019-12-20,1500,9.4
-37.464,147.635,367,2019-12-20,1500,37.2
-37.4647,147.64,352.9,2019-12-20,1500,37.2
-37.4655,147.644,367,2019-12-20,1500,73.6
-37.4629,147.608,333.9,2019-12-20,1500,2.7
-37.4637,147.612,336,2019-12-20,1500,2.7
-37.4644,147.617,340.8,2019-12-20,1500,4.4
-37.4652,147.621,347.8,2019-12-20,1500,4.4
-37.4659,147.625,355.7,2019-12-20,1500,9.8
-37.4666,147.63,367,2019-12-20,1500,9.8
-37.4674,147.634,367,2019-12-20,1500,34.1
-37.4681,147.639,355,2019-12-20,1500,34.1
-37.4688,147.643,367,2019-12-20,1500,69.3
-37.4663,147.607,334.1,2019-12-20,1500,2.7
-37.467,147.611,337.3,2019-12-20,1500,2.7
-37.4677,147.616,342.5,2019-12-20,1500,4.4
-37.4685,147.62,349.3,2019-12-20,1500,4.4
-37.4692,147.624,356,2019-12-20,1500,9.8
-37.4699,147.629,367,2019-12-20,1500,9.8
-37.4707,147.633,367,2019-12-20,1500,34.1
-37.4714,147.638,355.6,2019-12-20,1500,34.1
-37.4722,147.642,327.4,2019-12-20,1500,69.3
-37.4696,147.606,335.2,2019-12-20,1500,2.8
-37.4703,147.61,338.5,2019-12-20,1500,2.8
-37.4711,147.615,342.2,2019-12-20,1500,4.3
-37.4718,147.619,347.6,2019-12-20,1500,4.3
-37.4725,147.623,355.5,2019-12-20,1500,9.2
-37.4733,147.628,367,2019-12-20,1500,9.2
-37.474,147.632,367,2019-12-20,1500,24
-37.4748,147.637,356.8,2019-12-20,1500,24
-37.4755,147.641,333.9,2019-12-20,1500,16.6
-37.4729,147.605,334.5,2019-12-20,1500,2.8
-37.4737,147.609,337.6,2019-12-20,1500,2.8
-37.4744,147.614,341.4,2019-12-20,1500,4.3
-37.4751,147.618,347.4,2019-12-20,1500,4.3
-37.4759,147.623,354,2019-12-20,1500,9.2
-37.4766,147.627,367,2019-12-20,1500,9.2
-37.4774,147.632,367,2019-12-20,1500,24
-37.4781,147.636,367,2019-12-20,1500,24
-37.4789,147.64,352.2,2019-12-20,1500,16.6
-37.4763,147.604,332.8,2019-12-20,1500,2.4
-37.477,147.608,337.1,2019-12-20,1500,2.4
-37.4778,147.613,341.1,2019-12-20,1500,3.7
-37.4785,147.617,344.9,2019-12-20,1500,3.7
-37.4792,147.622,351.4,2019-12-20,1500,6.4
-37.48,147.626,367,2019-12-20,1500,6.4
-37.4807,147.631,367,2019-12-20,1500,15.9
-37.4815,147.635,367,2019-12-20,1500,15.9
-37.4822,147.64,356.8,2019-12-20,1500,39.3
-37.4829,147.644,349,2019-12-20,1500,39.3
-37.4803,147.607,334.1,2019-12-20,1500,2.4
-37.4811,147.612,338.7,2019-12-20,1500,3.7
-37.4818,147.616,343.2,2019-12-20,1500,3.7
-37.4826,147.621,348.8,2019-12-20,1500,6.4
-37.4833,147.625,355.4,2019-12-20,1500,6.4
-37.4803,147.605,331.3,2019-12-20,1500,2.2
-37.481,147.61,335,2019-12-20,1500,2.2
-37.4818,147.614,340.3,2019-12-20,1500,3.7
-37.4825,147.619,346.2,2019-12-20,1500,3.7
-37.4832,147.623,351.1,2019-12-20,1500,6.1
-37.4836,147.604,329.4,2019-12-20,1500,2.2
-37.5167,147.656,329.4,2019-12-20,1500,3.3
-37.5174,147.66,326.7,2019-12-20,1500,3.2
-37.5181,147.665,327,2019-12-20,1500,3.2
-37.517,147.637,324.4,2019-12-20,1500,1.5
-37.5177,147.642,327.5,2019-12-20,1500,1.9
-37.5185,147.646,327.5,2019-12-20,1500,1.9
-37.5193,147.651,326.9,2019-12-20,1500,3.3
-37.52,147.655,325.6,2019-12-20,1500,3.3
-37.5207,147.659,324.4,2019-12-20,1500,3.2
-37.5215,147.664,321.6,2019-12-20,1500,3.2
-37.5204,147.636,321.7,2019-12-20,1500,0.8
-37.5211,147.641,324.2,2019-12-20,1500,1.2
-37.5219,147.645,324.7,2019-12-20,1500,1.2
-37.5226,147.65,324.6,2019-12-20,1500,3.2
-37.5234,147.654,322.3,2019-12-20,1500,3.2
-37.5241,147.659,321.3,2019-12-20,1500,9.9
-37.5167,147.614,317.1,2019-12-20,1500,0.7
-37.5174,147.619,317.4,2019-12-20,1500,0.7
-37.5181,147.623,317,2019-12-20,1500,0.6
-37.5189,147.627,315.3,2019-12-20,1500,0.6
-37.5196,147.632,317.3,2019-12-20,1500,0.8
-37.5245,147.64,321.1,2019-12-20,1500,1.2
-37.5252,147.644,322.3,2019-12-20,1500,1.2
-37.5259,147.649,321.3,2019-12-20,1500,3.2
-37.5185,147.605,312.9,2019-12-20,1500,0.5
-37.5193,147.609,314.4,2019-12-20,1500,0.5
-37.52,147.613,314.8,2019-12-20,1500,0.7
-37.5207,147.618,315.5,2019-12-20,1500,0.7
-37.5215,147.622,315.5,2019-12-20,1500,0.6
-37.5222,147.626,313.5,2019-12-20,1500,0.6
-37.523,147.631,314.9,2019-12-20,1500,0.8
-37.5237,147.635,319.3,2019-12-20,1500,0.8
-37.5219,147.604,310.5,2019-12-20,1500,0.4
-37.5226,147.608,311.5,2019-12-20,1500,0.4
-37.5234,147.612,312.4,2019-12-20,1500,0.5
-37.5241,147.617,312.1,2019-12-20,1500,0.5
-37.5248,147.621,311,2019-12-20,1500,0.4
-37.5256,147.626,311.1,2019-12-20,1500,0.4
-37.5263,147.63,314.4,2019-12-20,1500,0.6
-37.5271,147.635,316.3,2019-12-20,1500,0.6
-37.5278,147.639,317.8,2019-12-20,1500,0.7
-37.5285,147.643,318.5,2019-12-20,1500,0.7
-37.5252,147.603,309.2,2019-12-20,1500,0.4
-37.526,147.607,310.8,2019-12-20,1500,0.4
-37.5267,147.612,311.5,2019-12-20,1500,0.5
-37.5274,147.616,311.1,2019-12-20,1500,0.5
-37.5281,147.62,309.3,2019-12-20,1500,0.4
-37.5289,147.625,312.6,2019-12-20,1500,0.4
-37.5296,147.629,313.7,2019-12-20,1500,0.6
-37.5304,147.634,315,2019-12-20,1500,0.6
-37.5311,147.638,316.2,2019-12-20,1500,0.7
-37.5319,147.643,315.6,2019-12-20,1500,0.7
-37.5326,147.647,314.6,2019-12-20,1500,7.6
-37.5286,147.602,308.5,2019-12-20,1500,0.6
-37.5293,147.606,309.8,2019-12-20,1500,0.6
-37.53,147.611,309.8,2019-12-20,1500,1.4
-37.5315,147.619,308.4,2019-12-20,1500,0.4
-37.5322,147.624,310.9,2019-12-20,1500,0.4
-37.533,147.628,312.8,2019-12-20,1500,0.5
-37.5337,147.633,313.3,2019-12-20,1500,0.5
-37.5345,147.637,314.9,2019-12-20,1500,0.7
-37.5352,147.642,313.2,2019-12-20,1500,0.7
-37.536,147.646,312.6,2019-12-20,1500,3.3
-37.5356,147.623,309.3,2019-12-20,1500,0.4
-37.5363,147.627,311.6,2019-12-20,1500,0.5
-37.5371,147.632,312,2019-12-20,1500,0.5
-37.5378,147.636,312.4,2019-12-20,1500,0.7
-37.5393,147.645,312.4,2019-12-20,1500,3.3
-37.5397,147.626,308.7,2019-12-20,1500,1
-37.5412,147.635,310.7,2019-12-20,1500,0.5
-37.5419,147.64,311.2,2019-12-20,1500,0.5
-37.5427,147.644,312,2019-12-20,1500,3.2
-37.5445,147.634,309,2019-12-20,1500,0.5
-37.546,147.643,311.4,2019-12-20,1500,3.2
-37.5501,147.647,309.4,2019-12-20,1500,5.7
-37.5508,147.651,309.5,2019-12-20,1500,6.3
-37.4844,147.653,367,2019-12-20,1500,94.9
-37.4841,147.63,367,2019-12-20,1500,15.9
-37.4848,147.634,367,2019-12-20,1500,15.9
-37.4855,147.639,367,2019-12-20,1500,39.3
-37.4863,147.643,356.3,2019-12-20,1500,39.3
-37.487,147.647,335.5,2019-12-20,1500,94.9
-37.4877,147.652,367,2019-12-20,1500,94.9
-37.484,147.628,356.3,2019-12-20,1500,6.1
-37.4848,147.632,367,2019-12-20,1500,15.7
-37.4855,147.637,367,2019-12-20,1500,15.7
-37.4862,147.641,367,2019-12-20,1500,32.4
-37.487,147.645,353.2,2019-12-20,1500,32.4
-37.4858,147.618,343.8,2019-12-20,1500,3.7
-37.4866,147.622,348,2019-12-20,1500,6.1
-37.4873,147.627,354,2019-12-20,1500,6.1
-37.4881,147.631,367,2019-12-20,1500,15.7
-37.4888,147.636,367,2019-12-20,1500,15.7
-37.4896,147.64,367,2019-12-20,1500,32.4
-37.4903,147.644,367,2019-12-20,1500,32.4
-37.4911,147.649,355.4,2019-12-20,1500,283.9
-37.4918,147.653,350.4,2019-12-20,1500,283.9
-37.4892,147.617,338.7,2019-12-20,1500,2.4
-37.4899,147.621,343.5,2019-12-20,1500,4.2
-37.4907,147.626,350.5,2019-12-20,1500,4.2
-37.4914,147.63,355.9,2019-12-20,1500,6.9
-37.4922,147.635,367,2019-12-20,1500,6.9
-37.4929,147.639,367,2019-12-20,1500,14.5
-37.4937,147.643,367,2019-12-20,1500,14.5
-37.4944,147.648,367,2019-12-20,1500,19.3
-37.4951,147.652,367,2019-12-20,1500,19.3
-37.4925,147.616,336.2,2019-12-20,1500,2.4
-37.4933,147.62,340,2019-12-20,1500,4.2
-37.494,147.625,346.4,2019-12-20,1500,4.2
-37.4948,147.629,350.9,2019-12-20,1500,6.9
-37.4955,147.634,354.8,2019-12-20,1500,6.9
-37.4962,147.638,367,2019-12-20,1500,14.5
-37.497,147.643,367,2019-12-20,1500,14.5
-37.4977,147.647,367,2019-12-20,1500,19.3
-37.4984,147.651,367,2019-12-20,1500,19.3
-37.4958,147.615,333.4,2019-12-20,1500,1.7
-37.4966,147.619,337,2019-12-20,1500,2.9
-37.4973,147.624,341.8,2019-12-20,1500,2.9
-37.4981,147.628,345.9,2019-12-20,1500,4.4
-37.4988,147.633,349.5,2019-12-20,1500,4.4
-37.4996,147.637,350.8,2019-12-20,1500,5.5
-37.5003,147.642,353,2019-12-20,1500,5.5
-37.501,147.646,355.8,2019-12-20,1500,6.7
-37.5018,147.65,367,2019-12-20,1500,6.7
-37.5025,147.655,367,2019-12-20,1500,8.8
-37.4999,147.619,332.2,2019-12-20,1500,2.9
-37.5007,147.623,337.3,2019-12-20,1500,2.9
-37.5014,147.627,339.9,2019-12-20,1500,4.4
-37.5022,147.632,343.9,2019-12-20,1500,4.4
-37.5029,147.636,344.9,2019-12-20,1500,5.5
-37.5037,147.641,347.2,2019-12-20,1500,5.5
-37.5044,147.645,348.5,2019-12-20,1500,6.7
-37.5051,147.65,350,2019-12-20,1500,6.7
-37.5059,147.654,350,2019-12-20,1500,8.8
-37.5033,147.618,327.6,2019-12-20,1500,1.7
-37.504,147.622,333,2019-12-20,1500,1.7
-37.5048,147.626,335.2,2019-12-20,1500,2.3
-37.5055,147.631,337,2019-12-20,1500,2.3
-37.5063,147.635,338.9,2019-12-20,1500,2.9
-37.507,147.64,341.2,2019-12-20,1500,2.9
-37.5077,147.644,342.2,2019-12-20,1500,3.5
-37.5085,147.649,342.6,2019-12-20,1500,3.5
-37.5092,147.653,343.1,2019-12-20,1500,4.8
-37.5066,147.617,326.9,2019-12-20,1500,1.7
-37.5074,147.621,328.2,2019-12-20,1500,1.7
-37.5081,147.626,327.8,2019-12-20,1500,2.3
-37.5088,147.63,330,2019-12-20,1500,2.3
-37.5096,147.634,332.6,2019-12-20,1500,2.9
-37.5103,147.639,333.6,2019-12-20,1500,2.9
-37.5111,147.643,334.9,2019-12-20,1500,3.5
-37.5118,147.648,336.8,2019-12-20,1500,3.5
-37.5126,147.652,336.8,2019-12-20,1500,4.8
-37.51,147.616,324.4,2019-12-20,1500,1
-37.5107,147.62,323,2019-12-20,1500,1
-37.5114,147.625,322.6,2019-12-20,1500,1.1
-37.5122,147.629,326.4,2019-12-20,1500,1.1
-37.5129,147.634,328.5,2019-12-20,1500,1.5
-37.5137,147.638,328.7,2019-12-20,1500,1.5
-37.5144,147.642,330,2019-12-20,1500,1.9
-37.5152,147.647,330.9,2019-12-20,1500,1.9
-37.5159,147.651,330.7,2019-12-20,1500,3.3
-37.5133,147.615,320.1,2019-12-20,1500,1
-37.514,147.619,320.3,2019-12-20,1500,1
-37.5155,147.628,321.1,2019-12-20,1500,1.1
-37.5163,147.633,322.7,2019-12-20,1500,1.5
-37.5148,147.624,318.7,2019-12-20,1500,1.1
-37.4843,147.609,332.6,2019-12-20,1500,2.2
-37.4851,147.613,336.7,2019-12-20,1500,3.7
-37.4869,147.603,326.5,2019-12-20,1500,1.5
-37.4877,147.608,330,2019-12-20,1500,1.5
-37.4884,147.612,333.3,2019-12-20,1500,2.4
-37.4903,147.603,324.5,2019-12-20,1500,1.5
-37.491,147.607,327.1,2019-12-20,1500,1.5
-37.4918,147.611,330.8,2019-12-20,1500,2.4
